bucket,k6_reqs,k6_fail_pct,k6_p50_ms,k6_p90_ms,k6_p95_ms,k6_p99_ms,k6_max_ms,k6_rps,CPU_Consumption_by_Service_Total_mcore__compose-post,CPU_Consumption_by_Service_Total_mcore__text-service,CPU_Consumption_by_Service_Total_mcore__user-mention-service,Replicas_per_Service__compose-post,Replicas_per_Service__text-service,Replicas_per_Service__user-mention-service,Combined_CPU_Utilization_Child__Parent__text-service__compose-post,Combined_CPU_Utilization_Child__Parent__user-mention__text-service,Combined_CPU_Utilization_Child__Parent__HPA_self-CPU_threshold_50,CPU_Utilization_per_Service__compose-post-service,CPU_Utilization_per_Service__text-service,CPU_Utilization_per_Service__user-mention-service,CPU_Utilization_per_Service__HPA_threshold_compose-post,Memory_Usage_per_Service_MB__compose-post,Memory_Usage_per_Service_MB__text-service,Memory_Usage_per_Service_MB__user-mention-service,Memory_Usage_Percentage_per_Service___compose-post,Memory_Usage_Percentage_per_Service___text-service,Memory_Usage_Percentage_per_Service___user-mention-service
0,11.466534361192585,0.0,32.890993901175946,33.29651870786717,31.259359959697985,25.484917020662728,28.87407953085918,1.1466534361192586,0.029384227565570346,0.026431650884975903,0.03680005098828472,0.0,0.0,0.0,0.007838183880248524,0.007878434676161752,0.0,0.0005995236520715322,0.015720850078487825,0.00041703285818295874,0.0,0.004762643889470282,0.028723863439733335,0.0057157203075215235,0.0037208155386486744,0.022440518312291637,0.004465406490251171
1,17.06306176871774,0.0,0.2269811389133379,1.6802027786958433,1.4000466117921802,11.695990451093316,21.506642687505444,1.7063061768717736,0.06922361234982186,0.039163025330174066,0.03840121750276791,0.0,0.0,0.0,0.15378899125881917,0.10543312940668252,0.0,0.28997944041542706,0.13864952210714604,0.14903576582454772,0.0,0.3276844164135922,0.09164298936634488,0.0875245000612832,0.25600345032311894,0.07159608544245692,0.0683785156728775
2,17.10358711813672,0.0,0.19388948238431852,0.4179226681688162,1.2904647016035156,10.61553873148458,25.482149903006214,1.7103587118136714,0.314536515123428,0.1392112453859348,0.10841755180069694,0.0,0.0,0.0,0.9337008587603651,0.4621210730184101,0.0,1.3941270897149163,0.6134315724316083,0.44791211457623736,0.0,0.4359510227711173,0.09924311670812397,0.07474346138899146,0.3405867365399354,0.07753368492822182,0.05839332921014955
3,13.50583919301915,0.0,0.22171451049500224,1.5604222621784831,7.177519088893885,21.243455572151653,45.28055274270519,1.3505839193019151,0.5507623421390064,0.3761201057763765,0.2127469351820928,0.0,0.0,0.0,1.7593769134544888,1.1027818403638254,0.0,2.388242849070559,1.6480466646782066,0.8915352552947844,0.0,0.12290406375948995,0.057115346623187215,0.06456638867998953,0.09601879981210147,0.04462136454936497,0.05044249115624184
4,16.363949589076785,0.0,5.7937905573909525,235.8683066002686,337.5248733651062,620.6862588924555,747.4247216315035,1.6363949589076776,0.7474611420702894,0.3874188114024156,0.30839138831655893,0.0,0.0,0.0,2.2651989843954303,1.3118231490185133,0.0,3.3058959609090826,1.6946453234008496,1.3341200586017001,0.0,0.08026515740212849,0.04451349876740791,0.050302752871879526,0.06270715422041284,0.03477617091203745,0.03929902568115588
5,20.498889901150434,12.56892436925318,994.6950407360071,1871.1683695476797,1857.1235739726058,1727.5584440609928,1635.387454651279,2.0498889901150434,1.0728137148688925,0.621459249128231,0.4127964817594872,0.0,0.0,0.0,3.205152009520915,1.9022546603377193,0.0,4.410330328145273,2.6162767150905513,1.7523663034214292,0.0,0.2684126317907239,0.11043473950745349,0.08999337587677059,0.20969736858650306,0.0862771402401981,0.07030732490372707
6,31.276588688666163,10.898175067005118,1274.1348445569586,521.8971379056476,437.55021965365955,196.13658595836486,58.53645420752773,3.127658868866616,1.0027236285382746,0.5220937908590011,0.45662506395130514,0.0,0.0,0.0,2.961915560270493,1.7586789154379456,0.0,4.076611171401399,2.4827528615950927,1.9385376378720371,0.0,1.3788659547698363,0.1846718624322984,0.14174166574155783,1.0772390271639345,0.1442748925252331,0.11073567636059202
7,10.04655828298097,2.457478759917665,0.06010392258813782,0.12320855944673324,0.11557023856253393,0.08336527351514789,3.528943641448058,1.0046558282980966,1.0597913359148576,0.5099454440898843,0.3537083154420688,0.0,0.0,0.0,2.3461350444734768,1.3709870449594441,0.0,4.16509126326158,2.0234356811924474,1.700332661402143,0.0,1.5114504157513207,0.18236509974977613,0.11544087660393836,1.1808206373057188,0.14247273417951256,0.09018818484682686
8,21.073193568595336,4.640754268624943,506.29273458001063,0.09888459206685735,0.09646202905876601,0.09264224971978745,3.389926197243432,2.107319356859532,0.9382102021986123,0.4767222803043973,0.4479351396362262,0.15811388300841897,0.0,0.0,2.6194322520503692,1.6961636196120597,0.0,4.307728314191479,2.0412148174548044,1.8800340257517332,0.0,0.6615537473337697,0.11017865058825019,0.04710553204469455,0.664292761233566,0.08607707077207047,0.0368011969099176
9,32.00396610037335,15.108887345341278,1561.8850648720245,475.36615060730725,285.5333791832748,0.17042984133461386,3.418773898080228,3.2003966100373344,0.7855053657530723,0.4425702993656665,0.505914335558606,0.26674678283691844,0.0,0.0,3.5617974594228063,1.47815872434467,0.0,6.868204594041287,1.6120015337274416,2.0807066523930593,0.0,1.1618089984969053,0.09308402064917126,0.05894915915226107,1.0089129358081697,0.07272189113216508,0.04605403058770405
